Gene(s)	circID	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA	common_or_uncommon	opposite_QTL_effect	mRNA	cRNA	trait	mRNA_mlog10_pval	cRNA_mlog10_pval	method	is_cRNA_coloc_greater
ATF2	chr2:175976296-175986268	chr2:175976296-175986268_TcellRedefRatio_Th2CCR4pos_Treg_Ratio	TcellRedefRatio_Th2CCR4pos_Treg_Ratio	ATF2	-0.0668727601518555	-0.0664261544049643	-0.000446605746891288	2	2	5	10	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02787956	0.25422862	IBD	1.55471408462998	0.594775559964486	MetaXCan	no
ATF7IP	chr12:14599922-14610229	chr12:14599922-14610229_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	ATF7IP	0.0552393484218628	0.0616192345917155	-0.00637988616985274	20	19	5	8	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATG14	chr14:55847293-55848911	chr14:55847293-55848911_TcellRedefRatio_ActivatedCD8_Treg_Ratio	TcellRedefRatio_ActivatedCD8_Treg_Ratio	ATG14	0.0649829412097523	0.0394175280736548	0.0255654131360975	8	8	6	7	-	Exon-Intron	circle	cis	0.359540327248712	0.40793251185268	0.257025752671446	0.0403931684941958	0.32703249055081	0.377288750652644	0.389414201888877	27	1	55811338	14	linear	cis	0.37277041413679	0.542317644073932	-0.319882689614433	0.177554651047595	0.268830392358024	0.334585589397058	0.527179766266518	32	1	55737985	14	uncommon	no	NA	NA	NA	NA	NA	NA	NA
ATG14	chr14:55847293-55848911	chr14:55847293-55848911_TcellRedefRatio_ActivatedCD8_Treg_Ratio	TcellRedefRatio_ActivatedCD8_Treg_Ratio	ATG14	0.0649829412097523	0.0394175280736548	0.0255654131360975	8	8	6	7	-	Exon-Intron	circle	cis	0.297002201783855	0.353672752080074	-0.316533089732927	0.0529534415035934	0.265020612235522	0.310395734545535	0.322641878807323	192	1	55754476	14	linear	cis	0.340982084658101	0.425607745346021	-0.374410919962691	0.0720341423147584	0.28090270465831	0.36502443889054	0.378308411091889	192	1	55754476	14	common	no	NA	NA	NA	NA	NA	NA	NA
ATG3	chr3:112256582-112269109	chr3:112256582-112269109_TcellRedefRatio_Th1_Th2_Ratio	TcellRedefRatio_Th1_Th2_Ratio	ATG3	-0.0168937742841024	-0.0176990847949167	0.000805310510814328	5	6	4	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr11:108098322-108100050	chr11:108098322-108100050_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	ATM	-0.0551163788999064	-0.0392013047476084	-0.0159150741522979	18	21	1	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr11:108098322-108106561	chr11:108098322-108106561_ImmCellRatio_MonocytesCD14high_CD16high_Ratio	ImmCellRatio_MonocytesCD14high_CD16high_Ratio	ATM	-0.0501936928921075	-0.0403555675608028	-0.00983812533130466	15	20	1	5	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr11:108172375-108175579	chr11:108172375-108175579_ImmunePanel_T_cells	ImmunePanel_T_cells	ATM	0.0361036013414406	0.0469054706882789	-0.0108018693468384	2	2	35	37	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP13A3	chr3:194180200-194182965	chr3:194180200-194182965_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP13A3	NA	0	NA	NA	86.5	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5C1	chr10:7839010-7844817	chr10:7839010-7844817_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP5C1	NA	0	NA	NA	88	3	8	+	Exon-Exon	circle	cis	0.348555299427771	1.24528573534784	-0.625921626536053	0.504136785277621	-0.331226103158208	0.516421677870637	0.648649887676303	309	1	7852454	10	linear	cis	0.26806031080838	1.0452534029966	-0.566363019750659	0.413277622072721	-0.279807072168162	0.419049392555259	0.527680188493949	309	1	7852454	10	common	no	0.03256906	0.03539485	UlcerativeColitis	1.48719477575211	1.45105992382984	SMR	no
ATP5C1	chr10:7839010-7844817	chr10:7839010-7844817_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP5C1	NA	0	NA	NA	88	3	8	+	Exon-Exon	circle	cis	0.348555299427771	1.24528573534784	-0.625921626536053	0.504136785277621	-0.331226103158208	0.516421677870637	0.648649887676303	309	1	7852454	10	linear	cis	0.26806031080838	1.0452534029966	-0.566363019750659	0.413277622072721	-0.279807072168162	0.419049392555259	0.527680188493949	309	1	7852454	10	common	no	0.006421247	0.039018458	UC	2.19238062416949	1.408729897815	MetaXCan	no
ATP5C1	chr10:7839010-7844817	chr10:7839010-7844817_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP5C1	NA	0	NA	NA	88	3	8	+	Exon-Exon	circle	cis	0.348555299427771	1.24528573534784	-0.625921626536053	0.504136785277621	-0.331226103158208	0.516421677870637	0.648649887676303	309	1	7852454	10	linear	cis	0.26806031080838	1.0452534029966	-0.566363019750659	0.413277622072721	-0.279807072168162	0.419049392555259	0.527680188493949	309	1	7852454	10	common	no	0.013591892	0.054839834	IBD	1.86672008499175	1.26090386848853	MetaXCan	no
ATP5C1	chr10:7839010-7844817	chr10:7839010-7844817_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP5C1	NA	0	NA	NA	88	3	8	+	Exon-Exon	circle	cis	0.363787417612404	1.68299861804046	-0.670970024644481	0.561996735831628	-0.265952945326063	0.580655293685903	0.652769782916715	98	1	8038036	10	linear	cis	0.000302948776539271	0.565276506200356	-0.563337785975562	0.506417548943197	-0.519229628425317	0.302503301250518	0.368068938405548	7	1	7852884	10	uncommon	no	0.03256906	0.03539485	UlcerativeColitis	1.48719477575211	1.45105992382984	SMR	no
ATP5C1	chr10:7839010-7844817	chr10:7839010-7844817_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP5C1	NA	0	NA	NA	88	3	8	+	Exon-Exon	circle	cis	0.363787417612404	1.68299861804046	-0.670970024644481	0.561996735831628	-0.265952945326063	0.580655293685903	0.652769782916715	98	1	8038036	10	linear	cis	0.000302948776539271	0.565276506200356	-0.563337785975562	0.506417548943197	-0.519229628425317	0.302503301250518	0.368068938405548	7	1	7852884	10	uncommon	no	0.006421247	0.039018458	UC	2.19238062416949	1.408729897815	MetaXCan	no
ATP5C1	chr10:7839010-7844817	chr10:7839010-7844817_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP5C1	NA	0	NA	NA	88	3	8	+	Exon-Exon	circle	cis	0.363787417612404	1.68299861804046	-0.670970024644481	0.561996735831628	-0.265952945326063	0.580655293685903	0.652769782916715	98	1	8038036	10	linear	cis	0.000302948776539271	0.565276506200356	-0.563337785975562	0.506417548943197	-0.519229628425317	0.302503301250518	0.368068938405548	7	1	7852884	10	uncommon	no	0.013591892	0.054839834	IBD	1.86672008499175	1.26090386848853	MetaXCan	no
ATP6V0A1	chr17:40652725-40653322	chr17:40652725-40653322_TcellRedefRatio_Th1_Th17_Ratio	TcellRedefRatio_Th1_Th17_Ratio	ATP6V0A1	NA	-0.00306802370816152	NA	NA	16	16	17	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0A1	chr17:40650942-40653322	chr17:40650942-40653322_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	ATP6V0A1	0.00917784833140239	NA	NA	17	NA	15	17	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0A1	chr17:40650942-40653322	chr17:40650942-40653322_ImmunePanel_T_cells	ImmunePanel_T_cells	ATP6V0A1	NA	0.0240805844755547	NA	NA	13	15	17	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP8B4	chr15:50330965-50339661	chr15:50330965-50339661_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATP8B4	0.0945344017642575	0.108932524393781	-0.0143981226295235	1	1	4	6	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATRX	chrX:76907604-76912143	chrX:76907604-76912143_ImmunePanel_Basophils	ImmunePanel_Basophils	ATRX	0.0533634140225854	0.0533634140225854	0	9	9	13	15	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN2	chr12:111923075-111924628	chr12:111923075-111924628_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	ATXN2	-0.063132134246366	-0.0636925797555361	0.000560445509170129	5	5	16	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN2	chr12:111947353-111948386	chr12:111947353-111948386_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	ATXN2	NA	0	NA	NA	85	12	14	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN2	chr12:111990084-111993723	chr12:111990084-111993723_ImmunePanel_CD1c_DC	ImmunePanel_CD1c_DC	ATXN2	-0.067193281545283	-0.0655209099733259	-0.00167237157195718	13	13	2	5	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AURKA	chr20:54956489-54959380	chr20:54956489-54959380_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	AURKA	-0.0539166679473942	-0.0416087625540389	-0.0123079053933553	9	15	5	7	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AURKA	chr20:54961313-54963258	chr20:54961313-54963258_ImmCellRatio_Myeloid_Tcell_Ratio	ImmCellRatio_Myeloid_Tcell_Ratio	AURKA	0.0375159898838233	0.0356373426917524	0.00187864719207087	5	8	3	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BABAM1	chr19:17387304-17387718	chr19:17387304-17387718_ImmunePanel_T_cells	ImmunePanel_T_cells	BABAM1	0.0932643116632087	0.0980234657367433	-0.00475915407353461	5	5	1	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08724115	0.02792986	UC	1.05927861824966	1.55393124121915	MetaXCan	yes
BACH1	chr21:30693542-30702014	chr21:30693542-30702014_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	BACH1	-0.0453558011135272	-0.0647937371067204	0.0194379359931931	12	10	4	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15148505	0.008419096	CD	0.819630225398475	2.07473453834461	COLOC	yes
BANP	chr16:88008654-88017865	chr16:88008654-88017865_TcellRedef_Th2	TcellRedef_Th2	BANP	NA	-0.0384507633286701	NA	NA	6	2	4	+	Exon-Exon	circle	cis	0.105099294426202	0.486094824199372	-0.441400986709217	0.390979658460045	-0.35681234249992	0.404663457594718	0.423925008592924	64	2	88052438.5	16	linear	cis	0.0725127930020728	0.418091735428225	-0.349573923689142	0.31167586944667	-0.299451589106434	0.302121880441261	0.329926037989906	64	1	88052438.5	16	common	no	NA	NA	NA	NA	NA	NA	NA
BANP	chr16:88008654-88017865	chr16:88008654-88017865_TcellRedef_Th2	TcellRedef_Th2	BANP	NA	-0.0384507633286701	NA	NA	6	2	4	+	Exon-Exon	circle	cis	0.179898613825931	0.498732378342319	-0.435933223865803	0.280540388890069	0.234606437559809	0.296471865050428	0.358917794092345	292	2	88027748	16	linear	cis	-0.428882175148032	1.06936945396615	-2.45251807657753	0.423535043396065	-0.31569723894474	-0.308382185063395	-0.290880378015312	192	1	88012425.5	16	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
BANP	chr16:88061089-88071617	chr16:88061089-88071617_ImmunePanel_Basophils	ImmunePanel_Basophils	BANP	-0.0469926653962775	-0.0476674107179304	0.000674745321652917	22	24	8	1	+	Exon-Exon	circle	cis	0.105099294426202	0.486094824199372	-0.441400986709217	0.390979658460045	-0.35681234249992	0.404663457594718	0.423925008592924	64	2	88052438.5	16	linear	cis	0.0725127930020728	0.418091735428225	-0.349573923689142	0.31167586944667	-0.299451589106434	0.302121880441261	0.329926037989906	64	1	88052438.5	16	common	no	NA	NA	NA	NA	NA	NA	NA
BANP	chr16:88061089-88071617	chr16:88061089-88071617_ImmunePanel_Basophils	ImmunePanel_Basophils	BANP	-0.0469926653962775	-0.0476674107179304	0.000674745321652917	22	24	8	1	+	Exon-Exon	circle	cis	0.179898613825931	0.498732378342319	-0.435933223865803	0.280540388890069	0.234606437559809	0.296471865050428	0.358917794092345	292	2	88027748	16	linear	cis	-0.428882175148032	1.06936945396615	-2.45251807657753	0.423535043396065	-0.31569723894474	-0.308382185063395	-0.290880378015312	192	1	88012425.5	16	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
BARD1	chr2:215632206-215646233	chr2:215632206-215646233_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	BARD1	-0.0116446287007877	-0.0167697754589779	0.00512514675819019	5	6	4	6	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.123096407	0.00881058	CD	0.909754623290019	2.05499550106487	COLOC	yes
BAZ1A	chr14:35331250-35331528	chr14:35331250-35331528_TcellRedefRatio_ActivatedCD8_Treg_Ratio	TcellRedefRatio_ActivatedCD8_Treg_Ratio	BAZ1A	-0.0447431770617652	-0.0569876476932223	0.0122444706314571	22	20	3	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BBX	chr3:107429299-107435696	chr3:107429299-107435696_TcellRedefRatio_Th1_Th1Th17_Ratio	TcellRedefRatio_Th1_Th1Th17_Ratio	BBX	-0.068325427825641	-0.0700637713883822	0.00173834356274122	6	6	4	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114786347	0.008742172	UC	0.940109765031933	2.05838065312936	COLOC	yes
BCL11B	chr14:99723808-99724176	chr14:99723808-99724176_ImmunePanel_NLR	ImmunePanel_NLR	BCL11B	-0.170947134130817	-0.104966530159965	-0.0659806039708519	2	3	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BIRC2	chr11:102233627-102239279	chr11:102233627-102239279_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	BIRC2	0.0805973841041136	0.0805973841041136	0	11	11	1	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMP2K	chr4:79747191-79800045	chr4:79747191-79800045_ImmunePanel_T_cells	ImmunePanel_T_cells	BMP2K	NA	0.1244084624277	NA	NA	4	2	14	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.76415346	0.01912439	UC	0.116819416111982	1.71841240840226	MetaXCan	yes
BMP2K	chr4:79747191-79800045	chr4:79747191-79800045_ImmunePanel_T_cells	ImmunePanel_T_cells	BMP2K	NA	0.1244084624277	NA	NA	4	2	14	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.59449663	0.02540852	IBD	0.225850602906605	1.59502063107527	MetaXCan	yes
BMP2K	chr4:79780738-79786874	chr4:79780738-79786874_TcellRedef_Th1	TcellRedef_Th1	BMP2K	0.0532527859050499	0.0604589315961733	-0.00720614569112337	1	2	1	10	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.76415346	0.01912439	UC	0.116819416111982	1.71841240840226	MetaXCan	yes
BMP2K	chr4:79780738-79786874	chr4:79780738-79786874_TcellRedef_Th1	TcellRedef_Th1	BMP2K	0.0532527859050499	0.0604589315961733	-0.00720614569112337	1	2	1	10	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.59449663	0.02540852	IBD	0.225850602906605	1.59502063107527	MetaXCan	yes
BMP2K	chr4:79747191-79786874	chr4:79747191-79786874_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	BMP2K	NA	0.0367618153009345	NA	NA	8	2	10	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.76415346	0.01912439	UC	0.116819416111982	1.71841240840226	MetaXCan	yes
BMP2K	chr4:79747191-79786874	chr4:79747191-79786874_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	BMP2K	NA	0.0367618153009345	NA	NA	8	2	10	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.59449663	0.02540852	IBD	0.225850602906605	1.59502063107527	MetaXCan	yes
BMP2K	chr4:79747191-79800045	chr4:79747191-79800045_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	BMP2K	0.0700669712988863	NA	NA	3	NA	2	14	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.76415346	0.01912439	UC	0.116819416111982	1.71841240840226	MetaXCan	yes
BMP2K	chr4:79747191-79800045	chr4:79747191-79800045_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	BMP2K	0.0700669712988863	NA	NA	3	NA	2	14	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.59449663	0.02540852	IBD	0.225850602906605	1.59502063107527	MetaXCan	yes
BMP2K	chr4:79747191-79772210	chr4:79747191-79772210_TcellRedef_Th1Th17	TcellRedef_Th1Th17	BMP2K	-0.033676050485894	-0.0237791188524067	-0.00989693163348732	3	5	2	1	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.76415346	0.01912439	UC	0.116819416111982	1.71841240840226	MetaXCan	yes
BMP2K	chr4:79747191-79772210	chr4:79747191-79772210_TcellRedef_Th1Th17	TcellRedef_Th1Th17	BMP2K	-0.033676050485894	-0.0237791188524067	-0.00989693163348732	3	5	2	1	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.59449663	0.02540852	IBD	0.225850602906605	1.59502063107527	MetaXCan	yes
BMP2K	chr4:79747191-79786874	chr4:79747191-79786874_TcellRedef_Th1Th17	TcellRedef_Th1Th17	BMP2K	-0.047488508850559	NA	NA	5	NA	2	10	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.76415346	0.01912439	UC	0.116819416111982	1.71841240840226	MetaXCan	yes
BMP2K	chr4:79747191-79786874	chr4:79747191-79786874_TcellRedef_Th1Th17	TcellRedef_Th1Th17	BMP2K	-0.047488508850559	NA	NA	5	NA	2	10	+	Exon-Exon	circle	cis	-0.793212418123045	-0.684029250548727	-1.12556292460729	0.190074861920522	-0.779491857681556	-0.691111909966494	-0.68586614781116	5	1	79714654	4	linear	cis	0.486335879614268	0.520854663700721	0.444374305968107	0.0364102390679685	0.45269346554837	0.493711944261812	0.518184321202404	6	1	79584335	4	uncommon	yes	0.59449663	0.02540852	IBD	0.225850602906605	1.59502063107527	MetaXCan	yes
BMPR2	chr2:203329532-203332412	chr2:203329532-203332412_TcellRedefRatio_Th1_Th2_Ratio	TcellRedefRatio_Th1_Th2_Ratio	BMPR2	-0.0684576644064354	-0.0691628557933747	0.000705191386939266	10	10	2	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65941525-65944422	chr17:65941525-65944422_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	BPTF	-0.029773536488345	NA	NA	9	NA	2	23	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.50398059	0.02332728	UC	0.297586189384274	1.63213589771965	MetaXCan	yes
BPTF	chr17:65941525-65944422	chr17:65941525-65944422_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	BPTF	-0.029773536488345	NA	NA	9	NA	2	23	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93513335	0.01922396	IBD	0.0291264543256031	1.7161571458557	MetaXCan	yes
