circID	Gene(s)	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA	common_or_uncommon	opposite_QTL_effect	mRNA	cRNA	trait	mRNA_mlog10_pval	cRNA_mlog10_pval	method	is_cRNA_coloc_greater	logFC_CD_vs_Control	AveExpr_log2cpm	padj_CD_vs_Control	logFC_UC_vs_Control	padj_UC_vs_Control	logFC_vdjnorm	padj_vdjnorm	mean_circ_fraction	sd_circ_fraction	median_circ_fraction	mad_circ_fraction	gene	AveExpr_log2cpm_Biopsy	mean_circ_fraction_Biopsy	best_binding_miRNA	miRNA_bind_sites_per_kB_circRNA	miRNA	circbase_ID	genomic_length	spliced_seq_length	in_other_samples	repeats	annotation	circRNA_study
chr1:248023919-248031365	TRIM58	chr1:248023919-248031365_ImmCellRatio_cDC_pDC_Ratio	ImmCellRatio_cDC_pDC_Ratio	TRIM58	NA	0.0819340790454277	NA	NA	17	2	5	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186338781618463	-1.52226974426269	0.57070230963413	0.137970147315441	0.696929973199623	-0.0681914821117232	0.647497702695306	4.3190280648416	3.84710555773659	3	2.9652	TRIM58	NA	NA	miR_1281	19.8675496688742	hsa-miR-1281	NA	NA	NA	NA	NA	NA	NA
chr1:248023919-248031365	TRIM58	chr1:248023919-248031365_TcellRedefRatio_Th1_Th17_Ratio	TcellRedefRatio_Th1_Th17_Ratio	TRIM58	-0.0665285742710151	NA	NA	18	NA	2	5	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186338781618463	-1.52226974426269	0.57070230963413	0.137970147315441	0.696929973199623	-0.0681914821117232	0.647497702695306	4.3190280648416	3.84710555773659	3	2.9652	TRIM58	NA	NA	miR_1281	19.8675496688742	hsa-miR-1281	NA	NA	NA	NA	NA	NA	NA
chr1:24840804-24841057	RCAN3	chr1:24840804-24841057_ImmunePanel_NLR	ImmunePanel_NLR	RCAN3	-0.186094595161839	-0.091402286338905	-0.0946923088229337	3	12	2	2	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.473989559855726	-2.02077250945326	0.00687030058132328	-0.375794305525046	0.107532295123836	0.459166998605883	9.50650962340987e-07	5.84724919093851	8.11663309103706	3	4.4478	RCAN3	NA	NA	miR_3614_3p	15.8102766798419	hsa-miR-3614-3p	hsa_circ_0003553	254	254	Hs68_RNase,_Hs68_control,_Huvec	None	ANNOTATED,_CDS,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Jeck2013,_Salzman2013
chr1:25553933-25554726	SYF2	chr1:25553933-25554726_TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	SYF2	-0.0522535518632038	-0.0615290279558858	0.00927547609268198	24	23	4	5	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12455983	0.04133662	CD	0.904621993167235	1.38366503751428	COLOC	yes	-0.0586893387954084	-2.88427270849447	0.907463442472499	-0.0387286479597431	0.955094442862531	0.0256277592906772	0.878090011114145	1.6989199745923	2.45150549893744	1	1.4826	SYF2	NA	NA	miR_1253	23.9234449760766	hsa-miR-1253	NA	NA	NA	NA	NA	NA	NA
chr1:25553933-25554726	SYF2	chr1:25553933-25554726_TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	TcellRedefRatio_ActivatedCD4_ActivatedCD8_Ratio	SYF2	-0.0522535518632038	-0.0615290279558858	0.00927547609268198	24	23	4	5	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17633721	0.03566742	IBD	0.753656034878609	1.44772830418245	COLOC	yes	-0.0586893387954084	-2.88427270849447	0.907463442472499	-0.0387286479597431	0.955094442862531	0.0256277592906772	0.878090011114145	1.6989199745923	2.45150549893744	1	1.4826	SYF2	NA	NA	miR_1253	23.9234449760766	hsa-miR-1253	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25683344	TMEM50A	chr1:25666965-25683344_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	TMEM50A	NA	-0.166314753428234	NA	NA	2	2	6	+	Exon-Exon	circle	cis	-0.134578913944818	1.2277803846787	-4.00186500490277	0.791214360982166	-0.663314547904086	-0.470656129224618	0.516150786684311	337	2	25751957	1	linear	cis	-0.13808805494444	1.42691077292434	-4.22728538746101	0.799727840814036	-0.54869878628141	-0.517594671524323	0.517658996376763	334	1	25749032	1	common	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.0665725403766113	-1.66978065676575	0.929582137169689	0.00909247979643624	0.993050987127541	-0.0194202455362264	0.940776246342894	2.44617869511228	2.96750587061224	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.5135135135135	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25683344	TMEM50A	chr1:25666965-25683344_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	TMEM50A	NA	-0.166314753428234	NA	NA	2	2	6	+	Exon-Exon	circle	cis	0.307349655368028	4.40068549943712	-3.42076111184785	1.89406767497535	-0.821234553033513	0.377683093053883	0.638233598362435	24	1	25750032	1	linear	cis	0.53529184185935	1.68199356637946	-2.24147776196428	0.98179189979889	0.476880357364733	0.83608983051357	1.19384377559297	28	1	25602581.5	1	uncommon	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.0665725403766113	-1.66978065676575	0.929582137169689	0.00909247979643624	0.993050987127541	-0.0194202455362264	0.940776246342894	2.44617869511228	2.96750587061224	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.5135135135135	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25683344	TMEM50A	chr1:25666965-25683344_TcellRedefRatio_Th17CCR4pos_Treg_Ratio	TcellRedefRatio_Th17CCR4pos_Treg_Ratio	TMEM50A	-0.0918653569573366	NA	NA	2	NA	2	6	+	Exon-Exon	circle	cis	-0.134578913944818	1.2277803846787	-4.00186500490277	0.791214360982166	-0.663314547904086	-0.470656129224618	0.516150786684311	337	2	25751957	1	linear	cis	-0.13808805494444	1.42691077292434	-4.22728538746101	0.799727840814036	-0.54869878628141	-0.517594671524323	0.517658996376763	334	1	25749032	1	common	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.0665725403766113	-1.66978065676575	0.929582137169689	0.00909247979643624	0.993050987127541	-0.0194202455362264	0.940776246342894	2.44617869511228	2.96750587061224	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.5135135135135	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25683344	TMEM50A	chr1:25666965-25683344_TcellRedefRatio_Th17CCR4pos_Treg_Ratio	TcellRedefRatio_Th17CCR4pos_Treg_Ratio	TMEM50A	-0.0918653569573366	NA	NA	2	NA	2	6	+	Exon-Exon	circle	cis	0.307349655368028	4.40068549943712	-3.42076111184785	1.89406767497535	-0.821234553033513	0.377683093053883	0.638233598362435	24	1	25750032	1	linear	cis	0.53529184185935	1.68199356637946	-2.24147776196428	0.98179189979889	0.476880357364733	0.83608983051357	1.19384377559297	28	1	25602581.5	1	uncommon	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.0665725403766113	-1.66978065676575	0.929582137169689	0.00909247979643624	0.993050987127541	-0.0194202455362264	0.940776246342894	2.44617869511228	2.96750587061224	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.5135135135135	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25687234	TMEM50A	chr1:25666965-25687234_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	TMEM50A	NA	-0.121939406398993	NA	NA	3	2	6	+	Exon-Exon	circle	cis	0.307349655368028	4.40068549943712	-3.42076111184785	1.89406767497535	-0.821234553033513	0.377683093053883	0.638233598362435	24	1	25750032	1	linear	cis	0.53529184185935	1.68199356637946	-2.24147776196428	0.98179189979889	0.476880357364733	0.83608983051357	1.19384377559297	28	1	25602581.5	1	uncommon	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.1163120094035	-2.4362670687903	0.840921374663211	0.0231240389135523	0.993050987127541	-0.146505003844383	0.355651648983281	1.80529083249316	2.17385988660407	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.2325141776938	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25687234	TMEM50A	chr1:25666965-25687234_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	TMEM50A	0.073531721086787	NA	NA	5	NA	2	6	+	Exon-Exon	circle	cis	-0.134578913944818	1.2277803846787	-4.00186500490277	0.791214360982166	-0.663314547904086	-0.470656129224618	0.516150786684311	337	2	25751957	1	linear	cis	-0.13808805494444	1.42691077292434	-4.22728538746101	0.799727840814036	-0.54869878628141	-0.517594671524323	0.517658996376763	334	1	25749032	1	common	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.1163120094035	-2.4362670687903	0.840921374663211	0.0231240389135523	0.993050987127541	-0.146505003844383	0.355651648983281	1.80529083249316	2.17385988660407	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.2325141776938	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25687234	TMEM50A	chr1:25666965-25687234_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	TMEM50A	NA	-0.121939406398993	NA	NA	3	2	6	+	Exon-Exon	circle	cis	-0.134578913944818	1.2277803846787	-4.00186500490277	0.791214360982166	-0.663314547904086	-0.470656129224618	0.516150786684311	337	2	25751957	1	linear	cis	-0.13808805494444	1.42691077292434	-4.22728538746101	0.799727840814036	-0.54869878628141	-0.517594671524323	0.517658996376763	334	1	25749032	1	common	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.1163120094035	-2.4362670687903	0.840921374663211	0.0231240389135523	0.993050987127541	-0.146505003844383	0.355651648983281	1.80529083249316	2.17385988660407	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.2325141776938	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:25666965-25687234	TMEM50A	chr1:25666965-25687234_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	TMEM50A	0.073531721086787	NA	NA	5	NA	2	6	+	Exon-Exon	circle	cis	0.307349655368028	4.40068549943712	-3.42076111184785	1.89406767497535	-0.821234553033513	0.377683093053883	0.638233598362435	24	1	25750032	1	linear	cis	0.53529184185935	1.68199356637946	-2.24147776196428	0.98179189979889	0.476880357364733	0.83608983051357	1.19384377559297	28	1	25602581.5	1	uncommon	no	0.02536548	0.36320659	UC	1.59575691495987	0.439846280264742	MetaXCan	no	-0.1163120094035	-2.4362670687903	0.840921374663211	0.0231240389135523	0.993050987127541	-0.146505003844383	0.355651648983281	1.80529083249316	2.17385988660407	1	1.4826	TMEM50A	NA	NA	miR_593_5p	13.2325141776938	hsa-miR-593-5p	NA	NA	NA	NA	NA	NA	NA
chr1:26594974-26596105	CEP85	chr1:26594974-26596105_TcellRedef_Memory_CD4	TcellRedef_Memory_CD4	CEP85	-0.0241547646579357	-0.0258722059136898	0.00171744125575417	27	28	8	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0011537172	0.0211742727	IBD	2.93790063271489	1.67419149801266	MetaXCan	no	-0.0320433803197058	-1.94001531707367	0.967521583751684	-0.0139806606799504	0.993050987127541	-0.0958822595798468	0.389133372532815	1.94379646030603	2.25533197022307	1	1.4826	CEP85	NA	NA	miR_298	19.4805194805195	hsa-miR-298	NA	NA	NA	NA	NA	NA	NA
chr1:26594974-26596105	CEP85	chr1:26594974-26596105_TcellRedef_Memory_CD4	TcellRedef_Memory_CD4	CEP85	-0.0241547646579357	-0.0258722059136898	0.00171744125575417	27	28	8	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0368793894	0.0003211909	CD	1.43321627803072	3.49323676767658	MetaXCan	yes	-0.0320433803197058	-1.94001531707367	0.967521583751684	-0.0139806606799504	0.993050987127541	-0.0958822595798468	0.389133372532815	1.94379646030603	2.25533197022307	1	1.4826	CEP85	NA	NA	miR_298	19.4805194805195	hsa-miR-298	NA	NA	NA	NA	NA	NA	NA
chr1:26594974-26596105	CEP85	chr1:26594974-26596105_TcellRedef_Memory_CD4	TcellRedef_Memory_CD4	CEP85	-0.0241547646579357	-0.0258722059136898	0.00171744125575417	27	28	8	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207764	0.03019942	IBD	0.682429701994441	1.52000139787789	COLOC	yes	-0.0320433803197058	-1.94001531707367	0.967521583751684	-0.0139806606799504	0.993050987127541	-0.0958822595798468	0.389133372532815	1.94379646030603	2.25533197022307	1	1.4826	CEP85	NA	NA	miR_298	19.4805194805195	hsa-miR-298	NA	NA	NA	NA	NA	NA	NA
chr1:26594974-26596105	CEP85	chr1:26594974-26596105_TcellRedef_Memory_CD4	TcellRedef_Memory_CD4	CEP85	-0.0241547646579357	-0.0258722059136898	0.00171744125575417	27	28	8	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14212178	0.10591666	CD	0.847339361840346	0.975035722829226	COLOC	yes	-0.0320433803197058	-1.94001531707367	0.967521583751684	-0.0139806606799504	0.993050987127541	-0.0958822595798468	0.389133372532815	1.94379646030603	2.25533197022307	1	1.4826	CEP85	NA	NA	miR_298	19.4805194805195	hsa-miR-298	NA	NA	NA	NA	NA	NA	NA
chr1:26594974-26596105	CEP85	chr1:26594974-26596105_TcellRedef_Memory_CD4	TcellRedef_Memory_CD4	CEP85	-0.0241547646579357	-0.0258722059136898	0.00171744125575417	27	28	8	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0071615113	0.5663236589	UC	2.14499531847557	0.246935294783341	MetaXCan	no	-0.0320433803197058	-1.94001531707367	0.967521583751684	-0.0139806606799504	0.993050987127541	-0.0958822595798468	0.389133372532815	1.94379646030603	2.25533197022307	1	1.4826	CEP85	NA	NA	miR_298	19.4805194805195	hsa-miR-298	NA	NA	NA	NA	NA	NA	NA
chr1:28362055-28374937	EYA3	chr1:28362055-28374937_TcellRedef_Th1	TcellRedef_Th1	EYA3	0.0307586292486413	0.0270113798571195	0.00374724939152176	17	18	3	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.535883137	0.024071056	CD	0.270929908981904	1.61850485675808	MetaXCan	yes	0.173895617860533	-1.80572111526013	0.498553622223923	0.113592893326077	0.696929973199623	-0.0197620435311722	0.896644563169652	2.98687337648091	3.11860323870332	2	2.70746474358974	EYA3	NA	NA	miR_873_5p	15.1515151515152	hsa-miR-873-5p	hsa_circ_0008057	12883	328	Hs68_RNase,_Hs68_control,_K562,_Hepg2,_Helas3,_Gm12878,_Ag04450,_Sknshra	None	ANNOTATED,_CDS,_coding,_INTERNAL,_OVCODE,_OVEXON	Jeck2013,_Salzman2013
chr1:28362055-28374937	EYA3	chr1:28362055-28374937_TcellRedef_Th1	TcellRedef_Th1	EYA3	0.0307586292486413	0.0270113798571195	0.00374724939152176	17	18	3	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.195512499	0.002988439	IBD	0.708825473187739	2.52455560455634	MetaXCan	yes	0.173895617860533	-1.80572111526013	0.498553622223923	0.113592893326077	0.696929973199623	-0.0197620435311722	0.896644563169652	2.98687337648091	3.11860323870332	2	2.70746474358974	EYA3	NA	NA	miR_873_5p	15.1515151515152	hsa-miR-873-5p	hsa_circ_0008057	12883	328	Hs68_RNase,_Hs68_control,_K562,_Hepg2,_Helas3,_Gm12878,_Ag04450,_Sknshra	None	ANNOTATED,_CDS,_coding,_INTERNAL,_OVCODE,_OVEXON	Jeck2013,_Salzman2013
chr1:28362055-28384605	EYA3	chr1:28362055-28384605_ImmunePanel_NK_cells	ImmunePanel_NK_cells	EYA3	-0.0795024783370471	-0.0758265100361319	-0.00367596830091525	7	7	2	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.535883137	0.024071056	CD	0.270929908981904	1.61850485675808	MetaXCan	yes	0.0201313179912586	-1.54891411511898	0.972731161493198	0.123392964483825	0.664174368297254	-0.115145946690905	0.224476715658576	3.47270708671039	3.68575113218786	2	2.9652	EYA3	NA	NA	miR_873_5p	11.5740740740741	hsa-miR-873-5p	hsa_circ_0007895	22551	429	Hs68_RNase,_Hs68_control,_Nhek,_K562,_Huvec,_Hepg2,_Helas3,_H1hesc,_Gm12878,_Bj,_Ag04450,_A549,_Sknshra,_Mcf7	None	ANNOTATED,_CDS,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Jeck2013,_Salzman2013
chr1:28362055-28384605	EYA3	chr1:28362055-28384605_ImmunePanel_NK_cells	ImmunePanel_NK_cells	EYA3	-0.0795024783370471	-0.0758265100361319	-0.00367596830091525	7	7	2	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.195512499	0.002988439	IBD	0.708825473187739	2.52455560455634	MetaXCan	yes	0.0201313179912586	-1.54891411511898	0.972731161493198	0.123392964483825	0.664174368297254	-0.115145946690905	0.224476715658576	3.47270708671039	3.68575113218786	2	2.9652	EYA3	NA	NA	miR_873_5p	11.5740740740741	hsa-miR-873-5p	hsa_circ_0007895	22551	429	Hs68_RNase,_Hs68_control,_Nhek,_K562,_Huvec,_Hepg2,_Helas3,_H1hesc,_Gm12878,_Bj,_Ag04450,_A549,_Sknshra,_Mcf7	None	ANNOTATED,_CDS,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Jeck2013,_Salzman2013
chr1:28907072-28907741	SNHG12	chr1:28907072-28907741_ImmunePanel_CD14hi_Monocytes	ImmunePanel_CD14hi_Monocytes	SNHG12	0.0395836092760432	NA	NA	12	NA	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0337206355876396	-2.75135587634529	0.967521583751684	-0.0791855992648101	0.858146023399043	-0.0195316272032037	0.9095144148245	1.38124051532848	1.57926226474625	1	1.4826	SNHG12	NA	NA	miR_1910_3p	14.5631067961165	hsa-miR-1910-3p	hsa_circ_0005174	670	206	Hs68_RNase,_Hs68_control,_K562,_Huvec,_Hepg2,_H1hesc,_Gm12878,_Ag04450,_A549,_Sknshra	SINE	ANNOTATED,_INTERNAL,_ncRNA,_OVEXON	Jeck2013,_Salzman2013
chr1:28907072-28907741	SNHG12	chr1:28907072-28907741_ImmunePanel_MyeloidCellsCombined	ImmunePanel_MyeloidCellsCombined	SNHG12	NA	0.0308196256646003	NA	NA	18	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0337206355876396	-2.75135587634529	0.967521583751684	-0.0791855992648101	0.858146023399043	-0.0195316272032037	0.9095144148245	1.38124051532848	1.57926226474625	1	1.4826	SNHG12	NA	NA	miR_1910_3p	14.5631067961165	hsa-miR-1910-3p	hsa_circ_0005174	670	206	Hs68_RNase,_Hs68_control,_K562,_Huvec,_Hepg2,_H1hesc,_Gm12878,_Ag04450,_A549,_Sknshra	SINE	ANNOTATED,_INTERNAL,_ncRNA,_OVEXON	Jeck2013,_Salzman2013
chr1:29313943-29314417	EPB41	chr1:29313943-29314417_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	EPB41	0.0598216777390153	0.0668402097001997	-0.00701853196118441	15	15	2	2	+	Exon-Exon	circle	cis	-0.239469406609544	0.403264072028521	-2.38150686242782	0.463949324938563	-0.48180872281133	-0.450150143816469	0.258395565807533	148	2	29323716	1	linear	cis	-0.094602020893204	0.364265677097269	-0.469535718881641	0.262667584114028	-0.269165187436032	-0.256340788895578	0.274091105340613	53	1	29219755	1	uncommon	no	0.01624954	0.3492376	CD	1.78915892873368	0.456879004962323	MetaXCan	no	-0.0231209864450276	-0.116611270936165	0.968203798717345	0.0107467938579142	0.993050987127541	-0.0327946140960911	0.779459552535098	16.0923632552315	18.5159739927415	10	10.3782	EPB41	NA	NA	miR_520g_5p	14.7679324894515	hsa-miR-520g-5p	hsa_circ_0011167	475	475	K562,_Hepg2,_Bj	NA	ANNOTATED,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Salzman2013
chr1:29313943-29314417	EPB41	chr1:29313943-29314417_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	EPB41	0.0598216777390153	0.0668402097001997	-0.00701853196118441	15	15	2	2	+	Exon-Exon	circle	cis	-0.239469406609544	0.403264072028521	-2.38150686242782	0.463949324938563	-0.48180872281133	-0.450150143816469	0.258395565807533	148	2	29323716	1	linear	cis	-0.094602020893204	0.364265677097269	-0.469535718881641	0.262667584114028	-0.269165187436032	-0.256340788895578	0.274091105340613	53	1	29219755	1	uncommon	no	0.02784899	0.58324558	IBD	1.55519055077322	0.234148543728181	MetaXCan	no	-0.0231209864450276	-0.116611270936165	0.968203798717345	0.0107467938579142	0.993050987127541	-0.0327946140960911	0.779459552535098	16.0923632552315	18.5159739927415	10	10.3782	EPB41	NA	NA	miR_520g_5p	14.7679324894515	hsa-miR-520g-5p	hsa_circ_0011167	475	475	K562,_Hepg2,_Bj	NA	ANNOTATED,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Salzman2013
chr1:29313943-29314417	EPB41	chr1:29313943-29314417_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	EPB41	0.0598216777390153	0.0668402097001997	-0.00701853196118441	15	15	2	2	+	Exon-Exon	circle	cis	-0.094267738282373	1.43093748486541	-2.05732598899003	0.614080137655229	-0.521176723318159	-0.431638726614175	0.508938944575389	443	3	29387982	1	linear	cis	-0.0849387839366967	0.43798047500529	-0.463336735369069	0.314845010262945	-0.320831448936084	-0.302536427864476	0.271192472406946	62	1	29365817	1	common	no	0.01624954	0.3492376	CD	1.78915892873368	0.456879004962323	MetaXCan	no	-0.0231209864450276	-0.116611270936165	0.968203798717345	0.0107467938579142	0.993050987127541	-0.0327946140960911	0.779459552535098	16.0923632552315	18.5159739927415	10	10.3782	EPB41	NA	NA	miR_520g_5p	14.7679324894515	hsa-miR-520g-5p	hsa_circ_0011167	475	475	K562,_Hepg2,_Bj	NA	ANNOTATED,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Salzman2013
chr1:29313943-29314417	EPB41	chr1:29313943-29314417_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	EPB41	0.0598216777390153	0.0668402097001997	-0.00701853196118441	15	15	2	2	+	Exon-Exon	circle	cis	-0.239469406609544	0.403264072028521	-2.38150686242782	0.463949324938563	-0.48180872281133	-0.450150143816469	0.258395565807533	148	2	29323716	1	linear	cis	-0.094602020893204	0.364265677097269	-0.469535718881641	0.262667584114028	-0.269165187436032	-0.256340788895578	0.274091105340613	53	1	29219755	1	uncommon	no	0.136356015	0.044601229	CD	0.865325699499464	1.35065317401063	COLOC	yes	-0.0231209864450276	-0.116611270936165	0.968203798717345	0.0107467938579142	0.993050987127541	-0.0327946140960911	0.779459552535098	16.0923632552315	18.5159739927415	10	10.3782	EPB41	NA	NA	miR_520g_5p	14.7679324894515	hsa-miR-520g-5p	hsa_circ_0011167	475	475	K562,_Hepg2,_Bj	NA	ANNOTATED,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Salzman2013
chr1:29313943-29314417	EPB41	chr1:29313943-29314417_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	EPB41	0.0598216777390153	0.0668402097001997	-0.00701853196118441	15	15	2	2	+	Exon-Exon	circle	cis	-0.094267738282373	1.43093748486541	-2.05732598899003	0.614080137655229	-0.521176723318159	-0.431638726614175	0.508938944575389	443	3	29387982	1	linear	cis	-0.0849387839366967	0.43798047500529	-0.463336735369069	0.314845010262945	-0.320831448936084	-0.302536427864476	0.271192472406946	62	1	29365817	1	common	no	0.02784899	0.58324558	IBD	1.55519055077322	0.234148543728181	MetaXCan	no	-0.0231209864450276	-0.116611270936165	0.968203798717345	0.0107467938579142	0.993050987127541	-0.0327946140960911	0.779459552535098	16.0923632552315	18.5159739927415	10	10.3782	EPB41	NA	NA	miR_520g_5p	14.7679324894515	hsa-miR-520g-5p	hsa_circ_0011167	475	475	K562,_Hepg2,_Bj	NA	ANNOTATED,_coding,_INTERNAL,_OVCODE,_OVEXON,_UTR5	Salzman2013
