Gene(s)	circID	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA
BMP2K	chr4:79747191-79786874	chr4:79747191-79786874_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	BMP2K	NA	0.0367618153009345	NA	NA	8	2	10	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMPR2	chr2:203329532-203332412	chr2:203329532-203332412_TcellRedefRatio_Th1_Th2_Ratio	TcellRedefRatio_Th1_Th2_Ratio	BMPR2	-0.0684576644064354	-0.0691628557933747	0.000705191386939266	10	10	2	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65887960-65890281	chr17:65887960-65890281_ImmCellRatio_T_NKcell_Ratio	ImmCellRatio_T_NKcell_Ratio	BPTF	-0.100193404834582	-0.0928149225073029	-0.00737848232727874	1	1	1	7	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65924471-65925603	chr17:65924471-65925603_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	BPTF	NA	0	NA	NA	85	16	17	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65924471-65928135	chr17:65924471-65928135_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	BPTF	NA	0	NA	NA	85	16	18	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65924471-65928135	chr17:65924471-65928135_TcellRedefRatio_Th1_Treg_Ratio	TcellRedefRatio_Th1_Treg_Ratio	BPTF	0.0371991538030465	NA	NA	2	NA	16	18	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65941525-65944422	chr17:65941525-65944422_IBD_severity_3levels.yMild_IBD	IBD_severity_3levels.yMild_IBD	BPTF	NA	0.0417089986236337	NA	NA	10	2	23	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPTF	chr17:65941525-65944422	chr17:65941525-65944422_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	BPTF	-0.029773536488345	NA	NA	9	NA	2	23	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRAP	chr12:112096540-112097149	chr12:112096540-112097149_ImmunePanel_T_cells	ImmunePanel_T_cells	BRAP	-0.084694799266856	-0.0735594686988445	-0.0111353305680115	18	16	8	9	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRAP	chr12:112116955-112121111	chr12:112116955-112121111_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	BRAP	NA	0	NA	NA	89.5	2	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRIP1	chr17:59821793-59857762	chr17:59821793-59857762_TcellRedefRatio_CD4_CD8_Ratio	TcellRedefRatio_CD4_CD8_Ratio	BRIP1	-0.0489360010444444	-0.0532715454752721	0.00433554443082775	5	6	13	15	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRIP1	chr17:59853762-59857762	chr17:59853762-59857762_ImmCellRatio_cDC_pDC_Ratio	ImmCellRatio_cDC_pDC_Ratio	BRIP1	-0.0870498268334361	-0.0867396087526138	-0.000310218080822294	1	1	13	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRWD1	chr21:40578034-40584633	chr21:40578034-40584633_ImmCellRatio_T_Bcell_Ratio	ImmCellRatio_T_Bcell_Ratio	BRWD1	-0.041806929335502	NA	NA	17	NA	34	37	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRWD1	chr21:40578034-40584633	chr21:40578034-40584633_ImmunePanel_CD14hi_Monocytes	ImmunePanel_CD14hi_Monocytes	BRWD1	NA	0.0374606325184936	NA	NA	18	34	37	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRWD1	chr21:40578034-40601362	chr21:40578034-40601362_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	BRWD1	NA	0	NA	NA	88.5	26	37	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRWD1	chr21:40600426-40601362	chr21:40600426-40601362_ImmunePanel_pDC	ImmunePanel_pDC	BRWD1	0.026618124426123	0.026618124426123	0	15	15	26	27	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C10orf68	chr10:32854486-32873232	chr10:32854486-32873232_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	C10orf68	0.0629336208406509	0.0629336208406509	0	14	14	3	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C11orf30	chr11:76174865-76183884	chr11:76174865-76183884_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	C11orf30	NA	0	NA	NA	85	7	8	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C11orf30	chr11:76224430-76239510	chr11:76224430-76239510_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	C11orf30	NA	0	NA	NA	85	10	14	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C11orf30	chr11:76237506-76239510	chr11:76237506-76239510_ImmCellRatio_Myeloid_Lymphoid_Ratio	ImmCellRatio_Myeloid_Lymphoid_Ratio	C11orf30	0.0628255334166306	0.0677570293770085	-0.0049314959603779	2	2	13	14	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1GALT1	chr7:7273934-7283381	chr7:7273934-7283381_TcellRedefRatio_Th2_Th1Th17_Ratio	TcellRedefRatio_Th2_Th1Th17_Ratio	C1GALT1	0.0363982624802658	0.0363982624802658	0	1	1	1	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2CD3	chr11:73843889-73844602	chr11:73843889-73844602_TcellRedefRatio_CD8_Treg_Ratio	TcellRedefRatio_CD8_Treg_Ratio	C2CD3	-0.0522967361691247	-0.0522967361691247	0	26	26	6	7	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf43	chr2:20939731-20939965	chr2:20939731-20939965_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	C2orf43	-0.0421601806767399	-0.0395955381305493	-0.00256464254619056	11	11	5	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf58	chr3:143704385-143708679	chr3:143704385-143708679_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	C3orf58	-0.082723739892862	-0.0808795013381653	-0.00184423855469669	2	3	3	3	+	Exon-Exon	circle	cis	0.438716736260309	0.533602852722702	0.251274763732262	0.0472452240038252	0.406132643281147	0.420134948024725	0.486843531285363	410	1	143688902.5	3	linear	cis	0.409872080080789	0.46144131965671	0.261893334456104	0.0279010206781477	0.401965068328555	0.40782092769908	0.430477370094705	410	1	143688902.5	3
C6orf106	chr6:34574332-34574681	chr6:34574332-34574681_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	C6orf106	NA	0	NA	NA	85	4	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf136	chr6:30618771-30619243	chr6:30618771-30619243_ImmunePanel_T_cells	ImmunePanel_T_cells	C6orf136	0.141122261046586	0.131086160069695	0.0100361009768904	2	2	3	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf89	chr6:36869997-36870210	chr6:36869997-36870210_ImmunePanel_Basophils	ImmunePanel_Basophils	C6orf89	-0.0296888852085077	-0.0225691905903293	-0.00711969461817839	19	21	3	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9orf41	chr9:77631184-77632364	chr9:77631184-77632364_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	C9orf41	-0.0749254156165576	-0.0749254156165576	0	12	12	2	3	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9orf41	chr9:77611363-77632364	chr9:77611363-77632364_TcellRedefRatio_Th17_Treg_Ratio	TcellRedefRatio_Th17_Treg_Ratio	C9orf41	-0.0239799252800551	-0.0148232378751072	-0.00915668740494787	3	4	2	6	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C9orf84	chr9:114549073-114550227	chr9:114549073-114550227_ImmCellRatio_Monocytes_DCs_Ratio	ImmCellRatio_Monocytes_DCs_Ratio	C9orf84	0.0494193435837964	NA	NA	4	NA	3	3	-	Unannotated	circle	cis	-0.356082207740274	1.0004922044705	-1.33905255900729	0.612179103882861	-0.90716837827503	-0.503857269739711	0.496404824665351	319	1	114511040	9	linear	cis	0.209984911214189	1.16014579092567	-0.406844043099031	0.31350036017284	-0.289787266296156	0.330830567760452	0.416777868389248	319	1	114511040	9
C9orf84	chr9:114549073-114550227	chr9:114549073-114550227_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	C9orf84	NA	0	NA	NA	85	3	3	-	Unannotated	circle	cis	-0.356082207740274	1.0004922044705	-1.33905255900729	0.612179103882861	-0.90716837827503	-0.503857269739711	0.496404824665351	319	1	114511040	9	linear	cis	0.209984911214189	1.16014579092567	-0.406844043099031	0.31350036017284	-0.289787266296156	0.330830567760452	0.416777868389248	319	1	114511040	9
CACNA1C	chr12:2790820-2791778	chr12:2790820-2791778_ImmunePanel_CD16hi_Monocytes	ImmunePanel_CD16hi_Monocytes	CACNA1C	NA	-0.15166456873671	NA	NA	5	43	44	+	Exon-Intron	circle	cis	0.120233736908066	0.36538495984181	-0.366603515940549	0.323231813399812	-0.32998137257522	0.326691492789504	0.343576217614375	28	1	2792761.5	12	linear	cis	0.122233054514936	0.423186432713576	-0.423752853929009	0.379330021835943	-0.409350144984016	0.364905927348526	0.386563908746901	28	1	2792761.5	12
CACNA1C	chr12:2790820-2791778	chr12:2790820-2791778_ImmunePanel_T_cells	ImmunePanel_T_cells	CACNA1C	0.193935328127733	NA	NA	2	NA	43	44	+	Exon-Intron	circle	cis	0.120233736908066	0.36538495984181	-0.366603515940549	0.323231813399812	-0.32998137257522	0.326691492789504	0.343576217614375	28	1	2792761.5	12	linear	cis	0.122233054514936	0.423186432713576	-0.423752853929009	0.379330021835943	-0.409350144984016	0.364905927348526	0.386563908746901	28	1	2792761.5	12
CACTIN	chr19:3623686-3624160	chr19:3623686-3624160_ImmunePanel_LymphoidCellsCombined	ImmunePanel_LymphoidCellsCombined	CACTIN	NA	0.0534097920083582	NA	NA	20	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACTIN	chr19:3623686-3624160	chr19:3623686-3624160_ImmunePanel_T_cells	ImmunePanel_T_cells	CACTIN	0.0820828142321794	NA	NA	12	NA	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMKMT	chr2:44729828-44732869	chr2:44729828-44732869_TcellRedefRatio_Th2CCR4pos_Treg_Ratio	TcellRedefRatio_Th2CCR4pos_Treg_Ratio	CAMKMT	-0.0446972153054707	-0.0416463852094139	-0.00305083009605687	2	3	4	4	+	Unannotated	circle	cis	-0.618380415962113	-0.456005769051736	-1.14360286588983	0.068115910221506	-0.652148168661197	-0.629066544844123	-0.598022101238239	139	1	44636571	2	linear	cis	-0.540070450945864	-0.4145612267624	-0.805173491121745	0.0391047554362087	-0.560957179476442	-0.544567214831786	-0.516522535351325	139	1	44636571	2
CAMLG	chr5:134076753-134079742	chr5:134076753-134079742_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	CAMLG	NA	0	NA	NA	85.5	2	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMSAP1	chr9:138773479-138774924	chr9:138773479-138774924_ImmunePanel_CD16hi_Monocytes	ImmunePanel_CD16hi_Monocytes	CAMSAP1	NA	-0.051020891196287	NA	NA	20	2	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMSAP1	chr9:138773479-138774924	chr9:138773479-138774924_ImmunePanel_T_cells	ImmunePanel_T_cells	CAMSAP1	0.0651049905534416	NA	NA	14	NA	2	1	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAPRIN1	chr11:34111726-34113603	chr11:34111726-34113603_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	CAPRIN1	-0.0344858677764416	-0.0279637202274377	-0.00652214754900387	2	2	1	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAPZA1	chr1:113196220-113202401	chr1:113196220-113202401_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	CAPZA1	-0.0550888335000224	-0.0512535657654869	-0.00383526773453555	16	18	4	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CARM1	chr19:11015627-11019883	chr19:11015627-11019883_ImmunePanel_CD16hi_Monocytes	ImmunePanel_CD16hi_Monocytes	CARM1	0.0534082896469631	NA	NA	12	NA	2	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CARM1	chr19:11015627-11019883	chr19:11015627-11019883_TcellRedefRatio_ActivatedCD8_Treg_Ratio	TcellRedefRatio_ActivatedCD8_Treg_Ratio	CARM1	NA	0.0773166047919028	NA	NA	10	2	4	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASC4	chr15:44624186-44630515	chr15:44624186-44630515_ImmunePanel_Basophils	ImmunePanel_Basophils	CASC4	0.04637845891651	0.0470998333770802	-0.000721374460570127	22	21	3	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASC5	chr15:40920268-40921569	chr15:40920268-40921569_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	CASC5	-0.0549997840899544	-0.0537345353321618	-0.00126524875779258	9	10	12	14	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASC5	chr15:40920268-40943017	chr15:40920268-40943017_ImmCellRatio_Neutrophil_Granulocyte_Ratio	ImmCellRatio_Neutrophil_Granulocyte_Ratio	CASC5	NA	0.0220577398373647	NA	NA	12	12	20	+	Exon-Intron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASC5	chr15:40920268-40943017	chr15:40920268-40943017_ImmunePanel_CD16hi_Monocytes	ImmunePanel_CD16hi_Monocytes	CASC5	0.0398173755334749	NA	NA	10	NA	12	20	+	Exon-Intron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASC5	chr15:40933577-40943017	chr15:40933577-40943017_TcellRedefRatio_Th2_Treg_Ratio	TcellRedefRatio_Th2_Treg_Ratio	CASC5	NA	-0.0153467268539188	NA	NA	6	15	20	+	Unannotated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASC5	chr15:40933683-40943017	chr15:40933683-40943017_ImmunePanel_B_cells	ImmunePanel_B_cells	CASC5	-0.0357358650068901	-0.0446658588118767	0.00892999380498663	3	3	15	20	+	Unannotated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASP8AP2	chr6:90556281-90566918	chr6:90556281-90566918_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	CASP8AP2	0.0863297924686717	0.0890742975118863	-0.00274450504321451	10	9	2	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr11:119144578-119145663	chr11:119144578-119145663_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	CBL	0.0581145216496429	0.00348795002094227	0.0546265716287007	1	3	4	5	+	Exon-Exon	circle	cis	-0.246480502018529	-0.232702935212082	-0.286529328721674	0.0109205706709378	-0.25305669608553	-0.242298622953581	-0.24039969105552	32	1	119095961.5	11	linear	cis	-0.292211765209908	-0.264340753660819	-0.327452089909981	0.0191270079751401	-0.311186959862714	-0.287277738617031	-0.279790635324056	32	1	119095961.5	11
CCAR1	chr10:70497602-70502326	chr10:70497602-70502326_TcellRedefRatio_Th1_Th17_Ratio	TcellRedefRatio_Th1_Th17_Ratio	CCAR1	-0.0617666178155401	-0.0528450778296845	-0.00892153998585555	1	1	4	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCAR1	chr10:70506918-70507323	chr10:70506918-70507323_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	CCAR1	-0.00585847697368097	-0.00585847697368097	0	6	6	7	8	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCAR1	chr10:70547684-70548085	chr10:70547684-70548085_TcellRedefRatio_Th1_Th2_Ratio	TcellRedefRatio_Th1_Th2_Ratio	CCAR1	-0.0898075143956375	-0.0837013543704251	-0.00610616002521243	13	15	1	23	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC132	chr7:92921015-92940584	chr7:92921015-92940584_ImmunePanel_Neutrophils	ImmunePanel_Neutrophils	CCDC132	NA	0	NA	NA	85.5	2	20	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC132	chr7:92921015-92926555	chr7:92921015-92926555_TcellRedefRatio_Th17_Th1Th17_Ratio	TcellRedefRatio_Th17_Th1Th17_Ratio	CCDC132	NA	0.104200914566086	NA	NA	2	2	16	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC132	chr7:92921015-92926555	chr7:92921015-92926555_ImmunePanel_Basophils	ImmunePanel_Basophils	CCDC132	0.0962371014693195	NA	NA	1	NA	2	16	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC176	chr14:74495887-74512833	chr14:74495887-74512833_TcellRedefRatio_MemoryCD8_Treg_Ratio	TcellRedefRatio_MemoryCD8_Treg_Ratio	CCDC176	-0.0529040685575425	-0.0529040685575425	0	2	2	3	6	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC66	chr3:56597712-56601081	chr3:56597712-56601081_ImmunePanel_Basophils	ImmunePanel_Basophils	CCDC66	0.080278774253739	0.0917915839629769	-0.0115128097092379	1	3	1	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC66	chr3:56600622-56601081	chr3:56600622-56601081_ImmCellRatio_Eosinophil_Basophil_Ratio	ImmCellRatio_Eosinophil_Basophil_Ratio	CCDC66	-0.062701171817029	-0.0643802367544283	0.0016790649373993	27	27	6	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC7	chr10:32740520-32762951	chr10:32740520-32762951_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	CCDC7	0.0538304063641958	0.0576206286063665	-0.00379022224217072	5	6	2	9	+	Exon-Exon	circle	cis	0.153529852748704	0.280779071258978	-0.246484317504903	0.224189163370947	0.240311136884359	0.243926470562573	0.249116902542514	5	1	32814137	10	linear	cis	0.241216878845446	0.458944045803598	-0.390425567415686	0.35481251629887	0.373703370657483	0.377651318619062	0.386211226562774	5	1	32814137	10
CCDC7	chr10:32759992-32762951	chr10:32759992-32762951_TcellRedefRatio_CD4_CD8_Ratio	TcellRedefRatio_CD4_CD8_Ratio	CCDC7	-0.048239321809167	-0.0500226916752375	0.0017833698660705	25	19	7	9	+	Exon-Exon	circle	cis	0.153529852748704	0.280779071258978	-0.246484317504903	0.224189163370947	0.240311136884359	0.243926470562573	0.249116902542514	5	1	32814137	10	linear	cis	0.241216878845446	0.458944045803598	-0.390425567415686	0.35481251629887	0.373703370657483	0.377651318619062	0.386211226562774	5	1	32814137	10
CCDC7/C10orf68	chr10:32832228-32873232	chr10:32832228-32873232_ImmunePanel_B_cells	ImmunePanel_B_cells	CCDC7/C10orf68	0.122619443169441	0.122938035783061	-0.000318592613619773	4	4	13	3	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC9	chr19:47767860-47768203	chr19:47767860-47768203_ImmunePanel_NK_cells	ImmunePanel_NK_cells	CCDC9	0.0470135376646827	0.0462353009835925	0.000778236681090123	18	21	6	7	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC90B	chr11:82984690-82989872	chr11:82984690-82989872_TcellRedefRatio_Th1_Th1Th17_Ratio	TcellRedefRatio_Th1_Th1Th17_Ratio	CCDC90B	-0.0607273056215771	-0.0662442819299163	0.00551697630833922	17	16	3	4	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC91	chr12:28458582-28544344	chr12:28458582-28544344_ImmunePanel_Basophils	ImmunePanel_Basophils	CCDC91	0.0818374987760564	0.0791391247981347	0.00269837397792164	1	1	3	6	+	Exon-Exon	circle	cis	-0.909246311531115	0.949818227548907	-1.18903139776744	0.336572787615011	-1.07754733836236	-1.03266819463773	-0.981374290200954	130	3	28488345	12	linear	cis	-0.924928509400816	1.06461220583655	-1.35083361223663	0.459216673302409	-1.17599617587308	-1.16599574641372	-0.48732254545195	130	1	28489797	12
